Date,Product type,SKU,Daily Sales,Stock Level,Price,Revenue Generated,Season,Demand Factor
2024-10-12,skincare,SKU35,5,999906,93.96,469.79999999999995,Summer,1.3386178857535795
2024-10-13,skincare,SKU35,4,999902,93.96,375.84,Summer,1.3386178857535795
2024-10-14,skincare,SKU35,7,999895,93.96,657.7199999999999,Summer,1.3386178857535795
2024-10-15,skincare,SKU35,7,999888,93.96,657.7199999999999,Summer,1.3386178857535795
2024-10-16,skincare,SKU35,4,999884,93.96,375.84,Summer,1.3386178857535795
2024-10-17,skincare,SKU35,6,999878,93.96,563.76,Summer,1.3386178857535795
2024-10-18,skincare,SKU35,3,999875,93.96,281.88,Summer,1.3386178857535795
2024-10-19,skincare,SKU35,5,999870,93.96,469.79999999999995,Summer,1.3386178857535795
2024-09-20,haircare,SKU1,3,999997,27.64,82.92,Fall,0.938522459001286
2024-09-21,haircare,SKU1,1,999996,27.64,27.64,Fall,0.938522459001286
2024-09-22,haircare,SKU1,1,999995,27.64,27.64,Fall,0.938522459001286
2024-09-23,haircare,SKU1,2,999993,27.64,55.28,Fall,0.938522459001286
2024-09-24,haircare,SKU1,0,999993,27.64,0.0,Fall,0.938522459001286
2024-09-25,haircare,SKU1,1,999992,27.64,27.64,Fall,0.938522459001286
2024-09-26,haircare,SKU1,2,999990,27.64,55.28,Fall,0.938522459001286
2024-09-27,haircare,SKU1,0,999990,27.64,0.0,Fall,0.938522459001286
2024-09-28,haircare,SKU1,3,999987,27.64,82.92,Fall,0.938522459001286
2024-09-29,haircare,SKU1,1,999986,27.64,27.64,Fall,0.938522459001286
2024-09-30,haircare,SKU1,1,999985,27.64,27.64,Fall,0.938522459001286
2024-10-01,haircare,SKU1,2,999983,27.64,55.28,Fall,0.938522459001286
2024-10-02,haircare,SKU1,1,999982,27.64,27.64,Fall,0.938522459001286
2024-10-03,haircare,SKU1,3,999979,27.64,82.92,Fall,0.938522459001286
2024-10-04,haircare,SKU1,4,999975,27.64,110.56,Fall,0.938522459001286
2024-10-05,haircare,SKU1,3,999972,27.64,82.92,Fall,0.938522459001286
2024-10-06,haircare,SKU1,2,999970,27.64,55.28,Fall,0.938522459001286
2024-10-07,haircare,SKU1,1,999969,27.64,27.64,Fall,0.938522459001286
2024-10-08,haircare,SKU1,4,999965,27.64,110.56,Fall,0.938522459001286
2024-10-09,haircare,SKU1,2,999963,27.64,55.28,Fall,0.938522459001286
2024-10-10,haircare,SKU1,2,999961,27.64,55.28,Fall,0.938522459001286
2024-10-11,haircare,SKU1,0,999961,27.64,0.0,Fall,0.938522459001286
2024-10-12,haircare,SKU1,2,999959,27.64,55.28,Fall,0.938522459001286
2024-10-13,haircare,SKU1,1,999958,27.64,27.64,Fall,0.938522459001286
2024-10-14,haircare,SKU1,1,999957,27.64,27.64,Fall,0.938522459001286
2024-10-15,haircare,SKU1,0,999957,27.64,0.0,Fall,0.938522459001286
2024-10-16,haircare,SKU1,1,999956,27.64,27.64,Fall,0.938522459001286
2024-10-17,haircare,SKU1,1,999955,27.64,27.64,Fall,0.938522459001286
2024-10-18,haircare,SKU1,2,999953,27.64,55.28,Fall,0.938522459001286
2024-10-19,haircare,SKU1,1,999952,27.64,27.64,Fall,0.938522459001286
2024-09-20,haircare,SKU44,114,999886,24.85,2832.9,Fall,1.1825183086383102
2024-09-21,haircare,SKU44,88,999798,24.85,2186.8,Fall,1.1825183086383102
2024-09-22,haircare,SKU44,120,999678,24.85,2982.0,Fall,1.1825183086383102
2024-09-23,haircare,SKU44,96,999582,24.85,2385.6000000000004,Fall,1.1825183086383102
2024-09-24,haircare,SKU44,103,999479,24.85,2559.55,Fall,1.1825183086383102
2024-09-25,haircare,SKU44,109,999370,24.85,2708.65,Fall,1.1825183086383102
2024-09-26,haircare,SKU44,106,999264,24.85,2634.1000000000004,Fall,1.1825183086383102
2024-09-27,haircare,SKU44,104,999160,24.85,2584.4,Fall,1.1825183086383102
2024-09-28,haircare,SKU44,110,999050,24.85,2733.5,Fall,1.1825183086383102
2024-09-29,haircare,SKU44,115,998935,24.85,2857.75,Fall,1.1825183086383102
2024-09-30,haircare,SKU44,106,998829,24.85,2634.1000000000004,Fall,1.1825183086383102
2024-10-01,haircare,SKU44,110,998719,24.85,2733.5,Fall,1.1825183086383102
2024-10-02,haircare,SKU44,130,998589,24.85,3230.5,Fall,1.1825183086383102
2024-10-03,haircare,SKU44,99,998490,24.85,2460.15,Fall,1.1825183086383102
2024-10-04,haircare,SKU44,108,998382,24.85,2683.8,Fall,1.1825183086383102
2024-10-05,haircare,SKU44,96,998286,24.85,2385.6000000000004,Fall,1.1825183086383102
2024-10-06,haircare,SKU44,117,998169,24.85,2907.4500000000003,Fall,1.1825183086383102
2024-10-07,haircare,SKU44,94,998075,24.85,2335.9,Fall,1.1825183086383102
2024-10-08,haircare,SKU44,114,997961,24.85,2832.9,Fall,1.1825183086383102
2024-10-09,haircare,SKU44,115,997846,24.85,2857.75,Fall,1.1825183086383102
2024-10-10,haircare,SKU44,112,997734,24.85,2783.2000000000003,Fall,1.1825183086383102
2024-10-11,haircare,SKU44,123,997611,24.85,3056.55,Fall,1.1825183086383102
2024-10-12,haircare,SKU44,91,997520,24.85,2261.35,Fall,1.1825183086383102
2024-10-13,haircare,SKU44,111,997409,24.85,2758.3500000000004,Fall,1.1825183086383102
2024-10-14,haircare,SKU44,102,997307,24.85,2534.7000000000003,Fall,1.1825183086383102
2024-10-15,haircare,SKU44,114,997193,24.85,2832.9,Fall,1.1825183086383102
2024-10-16,haircare,SKU44,96,997097,24.85,2385.6000000000004,Fall,1.1825183086383102
2024-10-17,haircare,SKU44,113,996984,24.85,2808.05,Fall,1.1825183086383102
2024-10-18,haircare,SKU44,100,996884,24.85,2485.0,Fall,1.1825183086383102
2024-10-19,haircare,SKU44,95,996789,24.85,2360.75,Fall,1.1825183086383102
2024-09-20,skincare,SKU0,52,999948,79.75,4147.0,Summer,1.505568255922802
2024-09-21,skincare,SKU0,54,999894,79.75,4306.5,Summer,1.505568255922802
2024-09-22,skincare,SKU0,53,999841,79.75,4226.75,Summer,1.505568255922802
2024-09-23,skincare,SKU0,56,999785,79.75,4466.0,Summer,1.505568255922802
2024-09-24,skincare,SKU0,47,999738,79.75,3748.25,Summer,1.505568255922802
2024-09-25,skincare,SKU0,56,999682,79.75,4466.0,Summer,1.505568255922802
2024-09-26,skincare,SKU0,63,999619,79.75,5024.25,Summer,1.505568255922802
2024-09-27,skincare,SKU0,43,999576,79.75,3429.25,Summer,1.505568255922802
2024-09-28,skincare,SKU0,49,999527,79.75,3907.75,Summer,1.505568255922802
2024-09-29,skincare,SKU0,42,999485,79.75,3349.5,Summer,1.505568255922802
2024-09-30,skincare,SKU0,53,999432,79.75,4226.75,Summer,1.505568255922802
2024-10-01,skincare,SKU0,51,999381,79.75,4067.25,Summer,1.505568255922802
2024-10-02,skincare,SKU0,50,999331,79.75,3987.5,Summer,1.505568255922802
2024-10-03,skincare,SKU0,51,999280,79.75,4067.25,Summer,1.505568255922802
2024-10-04,skincare,SKU0,43,999237,79.75,3429.25,Summer,1.505568255922802
2024-10-05,skincare,SKU0,52,999185,79.75,4147.0,Summer,1.505568255922802
2024-10-06,skincare,SKU0,53,999132,79.75,4226.75,Summer,1.505568255922802
2024-10-07,skincare,SKU0,51,999081,79.75,4067.25,Summer,1.505568255922802
2024-10-08,skincare,SKU0,46,999035,79.75,3668.5,Summer,1.505568255922802
2024-10-09,skincare,SKU0,58,998977,79.75,4625.5,Summer,1.505568255922802
2024-10-10,skincare,SKU0,44,998933,79.75,3509.0,Summer,1.505568255922802
2024-10-11,skincare,SKU0,71,998862,79.75,5662.25,Summer,1.505568255922802
2024-10-12,skincare,SKU0,58,998804,79.75,4625.5,Summer,1.505568255922802
2024-10-13,skincare,SKU0,49,998755,79.75,3907.75,Summer,1.505568255922802
2024-10-14,skincare,SKU0,58,998697,79.75,4625.5,Summer,1.505568255922802
2024-10-15,skincare,SKU0,48,998649,79.75,3828.0,Summer,1.505568255922802
2024-10-16,skincare,SKU0,38,998611,79.75,3030.5,Summer,1.505568255922802
2024-10-17,skincare,SKU0,53,998558,79.75,4226.75,Summer,1.505568255922802
2024-10-18,skincare,SKU0,53,998505,79.75,4226.75,Summer,1.505568255922802
2024-10-19,skincare,SKU0,55,998450,79.75,4386.25,Summer,1.505568255922802
2024-09-20,skincare,SKU14,17,999983,46.06,783.02,Fall,1.1358480221186935
2024-09-21,skincare,SKU14,17,999966,46.06,783.02,Fall,1.1358480221186935
2024-09-22,skincare,SKU14,17,999949,46.06,783.02,Fall,1.1358480221186935
2024-09-23,skincare,SKU14,19,999930,46.06,875.1400000000001,Fall,1.1358480221186935
2024-09-24,skincare,SKU14,14,999916,46.06,644.84,Fall,1.1358480221186935
2024-09-25,skincare,SKU14,20,999896,46.06,921.2,Fall,1.1358480221186935
2024-09-26,skincare,SKU14,14,999882,46.06,644.84,Fall,1.1358480221186935
2024-09-27,skincare,SKU14,12,999870,46.06,552.72,Fall,1.1358480221186935
2024-09-28,skincare,SKU14,22,999848,46.06,1013.32,Fall,1.1358480221186935
2024-09-29,skincare,SKU14,13,999835,46.06,598.78,Fall,1.1358480221186935
2024-09-30,skincare,SKU14,12,999823,46.06,552.72,Fall,1.1358480221186935
2024-10-01,skincare,SKU14,16,999807,46.06,736.96,Fall,1.1358480221186935
2024-10-02,skincare,SKU14,12,999795,46.06,552.72,Fall,1.1358480221186935
2024-10-03,skincare,SKU14,12,999783,46.06,552.72,Fall,1.1358480221186935
2024-10-04,skincare,SKU14,13,999770,46.06,598.78,Fall,1.1358480221186935
2024-10-05,skincare,SKU14,11,999759,46.06,506.66,Fall,1.1358480221186935
2024-10-06,skincare,SKU14,15,999744,46.06,690.9000000000001,Fall,1.1358480221186935
2024-10-07,skincare,SKU14,12,999732,46.06,552.72,Fall,1.1358480221186935
2024-10-08,skincare,SKU14,21,999711,46.06,967.26,Fall,1.1358480221186935
2024-10-09,skincare,SKU14,14,999697,46.06,644.84,Fall,1.1358480221186935
2024-10-10,skincare,SKU14,16,999681,46.06,736.96,Fall,1.1358480221186935
2024-10-11,skincare,SKU14,19,999662,46.06,875.1400000000001,Fall,1.1358480221186935
2024-10-12,skincare,SKU14,15,999647,46.06,690.9000000000001,Fall,1.1358480221186935
2024-10-13,skincare,SKU14,17,999630,46.06,783.02,Fall,1.1358480221186935
2024-10-14,skincare,SKU14,18,999612,46.06,829.08,Fall,1.1358480221186935
2024-10-15,skincare,SKU14,8,999604,46.06,368.48,Fall,1.1358480221186935
2024-10-16,skincare,SKU14,8,999596,46.06,368.48,Fall,1.1358480221186935
2024-10-17,skincare,SKU14,12,999584,46.06,552.72,Fall,1.1358480221186935
2024-10-18,skincare,SKU14,20,999564,46.06,921.2,Fall,1.1358480221186935
2024-10-19,skincare,SKU14,12,999552,46.06,552.72,Fall,1.1358480221186935
2024-09-20,skincare,SKU82,55,999945,25.96,1427.8,Winter,1.4430962967069083
2024-09-21,skincare,SKU82,50,999895,25.96,1298.0,Winter,1.4430962967069083
2024-09-22,skincare,SKU82,27,999868,25.96,700.9200000000001,Winter,1.4430962967069083
2024-09-23,skincare,SKU82,32,999836,25.96,830.72,Winter,1.4430962967069083
2024-09-24,skincare,SKU82,35,999801,25.96,908.6,Winter,1.4430962967069083
2024-09-25,skincare,SKU82,39,999762,25.96,1012.44,Winter,1.4430962967069083
2024-09-26,skincare,SKU82,36,999726,25.96,934.5600000000001,Winter,1.4430962967069083
2024-09-27,skincare,SKU82,43,999683,25.96,1116.28,Winter,1.4430962967069083
2024-09-28,skincare,SKU82,36,999647,25.96,934.5600000000001,Winter,1.4430962967069083
2024-09-29,skincare,SKU82,28,999619,25.96,726.88,Winter,1.4430962967069083
2024-09-30,skincare,SKU82,37,999582,25.96,960.52,Winter,1.4430962967069083
2024-10-01,skincare,SKU82,52,999530,25.96,1349.92,Winter,1.4430962967069083
2024-10-02,skincare,SKU82,30,999500,25.96,778.8000000000001,Winter,1.4430962967069083
2024-10-03,skincare,SKU82,36,999464,25.96,934.5600000000001,Winter,1.4430962967069083
2024-10-04,skincare,SKU82,43,999421,25.96,1116.28,Winter,1.4430962967069083
2024-10-05,skincare,SKU82,42,999379,25.96,1090.32,Winter,1.4430962967069083
2024-10-06,skincare,SKU82,44,999335,25.96,1142.24,Winter,1.4430962967069083
2024-10-07,skincare,SKU82,36,999299,25.96,934.5600000000001,Winter,1.4430962967069083
2024-10-08,skincare,SKU82,50,999249,25.96,1298.0,Winter,1.4430962967069083
2024-10-09,skincare,SKU82,48,999201,25.96,1246.08,Winter,1.4430962967069083
2024-10-10,skincare,SKU82,44,999157,25.96,1142.24,Winter,1.4430962967069083
2024-10-11,skincare,SKU82,33,999124,25.96,856.6800000000001,Winter,1.4430962967069083
2024-10-12,skincare,SKU82,35,999089,25.96,908.6,Winter,1.4430962967069083
2024-10-13,skincare,SKU82,47,999042,25.96,1220.1200000000001,Winter,1.4430962967069083
2024-10-14,skincare,SKU82,37,999005,25.96,960.52,Winter,1.4430962967069083
2024-10-15,skincare,SKU82,42,998963,25.96,1090.32,Winter,1.4430962967069083
2024-10-16,skincare,SKU82,38,998925,25.96,986.48,Winter,1.4430962967069083
2024-10-17,skincare,SKU82,34,998891,25.96,882.64,Winter,1.4430962967069083
2024-10-18,skincare,SKU82,46,998845,25.96,1194.16,Winter,1.4430962967069083
2024-10-19,skincare,SKU82,43,998802,25.96,1116.28,Winter,1.4430962967069083
2024-09-20,skincare,SKU23,1,999999,46.32,46.32,Fall,1.1380047432780789
2024-09-21,skincare,SKU23,2,999997,46.32,92.64,Fall,1.1380047432780789
2024-09-22,skincare,SKU23,3,999994,46.32,138.96,Fall,1.1380047432780789
2024-09-23,skincare,SKU23,3,999991,46.32,138.96,Fall,1.1380047432780789
2024-09-24,skincare,SKU23,5,999986,46.32,231.6,Fall,1.1380047432780789
2024-09-25,skincare,SKU23,3,999983,46.32,138.96,Fall,1.1380047432780789
2024-09-26,skincare,SKU23,4,999979,46.32,185.28,Fall,1.1380047432780789
2024-09-27,skincare,SKU23,4,999975,46.32,185.28,Fall,1.1380047432780789
2024-09-28,skincare,SKU23,4,999971,46.32,185.28,Fall,1.1380047432780789
2024-09-29,skincare,SKU23,5,999966,46.32,231.6,Fall,1.1380047432780789
2024-09-30,skincare,SKU23,2,999964,46.32,92.64,Fall,1.1380047432780789
2024-10-01,skincare,SKU23,2,999962,46.32,92.64,Fall,1.1380047432780789
2024-10-02,skincare,SKU23,3,999959,46.32,138.96,Fall,1.1380047432780789
2024-10-03,skincare,SKU23,3,999956,46.32,138.96,Fall,1.1380047432780789
2024-10-04,skincare,SKU23,2,999954,46.32,92.64,Fall,1.1380047432780789
2024-10-05,skincare,SKU23,3,999951,46.32,138.96,Fall,1.1380047432780789
2024-10-06,skincare,SKU23,6,999945,46.32,277.92,Fall,1.1380047432780789
2024-10-07,skincare,SKU23,2,999943,46.32,92.64,Fall,1.1380047432780789
2024-10-08,skincare,SKU23,1,999942,46.32,46.32,Fall,1.1380047432780789
2024-10-09,skincare,SKU23,0,999942,46.32,0.0,Fall,1.1380047432780789
2024-10-10,skincare,SKU23,6,999936,46.32,277.92,Fall,1.1380047432780789
2024-10-11,skincare,SKU23,6,999930,46.32,277.92,Fall,1.1380047432780789
2024-10-12,skincare,SKU23,1,999929,46.32,46.32,Fall,1.1380047432780789
2024-10-13,skincare,SKU23,3,999926,46.32,138.96,Fall,1.1380047432780789
2024-10-14,skincare,SKU23,2,999924,46.32,92.64,Fall,1.1380047432780789
2024-10-15,skincare,SKU23,3,999921,46.32,138.96,Fall,1.1380047432780789
2024-10-16,skincare,SKU23,4,999917,46.32,185.28,Fall,1.1380047432780789
2024-10-17,skincare,SKU23,6,999911,46.32,277.92,Fall,1.1380047432780789
2024-10-18,skincare,SKU23,8,999903,46.32,370.56,Fall,1.1380047432780789
2024-10-19,skincare,SKU23,7,999896,46.32,324.24,Fall,1.1380047432780789
2024-09-20,haircare,SKU93,50,999950,5.57,278.5,Winter,1.2130069590879569
2024-09-21,haircare,SKU93,70,999880,5.57,389.90000000000003,Winter,1.2130069590879569
2024-09-22,haircare,SKU93,52,999828,5.57,289.64,Winter,1.2130069590879569
2024-09-23,haircare,SKU93,60,999768,5.57,334.20000000000005,Winter,1.2130069590879569
2024-09-24,haircare,SKU93,42,999726,5.57,233.94,Winter,1.2130069590879569
2024-09-25,haircare,SKU93,68,999658,5.57,378.76,Winter,1.2130069590879569
2024-09-26,haircare,SKU93,69,999589,5.57,384.33000000000004,Winter,1.2130069590879569
2024-09-27,haircare,SKU93,66,999523,5.57,367.62,Winter,1.2130069590879569
2024-09-28,haircare,SKU93,53,999470,5.57,295.21000000000004,Winter,1.2130069590879569
2024-09-29,haircare,SKU93,52,999418,5.57,289.64,Winter,1.2130069590879569
2024-09-30,haircare,SKU93,55,999363,5.57,306.35,Winter,1.2130069590879569
2024-10-01,haircare,SKU93,56,999307,5.57,311.92,Winter,1.2130069590879569
2024-10-02,haircare,SKU93,63,999244,5.57,350.91,Winter,1.2130069590879569
2024-10-03,haircare,SKU93,77,999167,5.57,428.89000000000004,Winter,1.2130069590879569
2024-10-04,haircare,SKU93,74,999093,5.57,412.18,Winter,1.2130069590879569
2024-10-05,haircare,SKU93,75,999018,5.57,417.75,Winter,1.2130069590879569
2024-10-06,haircare,SKU93,53,998965,5.57,295.21000000000004,Winter,1.2130069590879569
2024-10-07,haircare,SKU93,59,998906,5.57,328.63,Winter,1.2130069590879569
2024-10-08,haircare,SKU93,69,998837,5.57,384.33000000000004,Winter,1.2130069590879569
2024-10-09,haircare,SKU93,58,998779,5.57,323.06,Winter,1.2130069590879569
2024-10-10,haircare,SKU93,61,998718,5.57,339.77000000000004,Winter,1.2130069590879569
2024-10-11,haircare,SKU93,54,998664,5.57,300.78000000000003,Winter,1.2130069590879569
2024-10-12,haircare,SKU93,64,998600,5.57,356.48,Winter,1.2130069590879569
2024-10-13,haircare,SKU93,42,998558,5.57,233.94,Winter,1.2130069590879569
2024-10-14,haircare,SKU93,61,998497,5.57,339.77000000000004,Winter,1.2130069590879569
2024-10-15,haircare,SKU93,73,998424,5.57,406.61,Winter,1.2130069590879569
2024-10-16,haircare,SKU93,54,998370,5.57,300.78000000000003,Winter,1.2130069590879569
2024-10-17,haircare,SKU93,51,998319,5.57,284.07,Winter,1.2130069590879569
2024-10-18,haircare,SKU93,60,998259,5.57,334.20000000000005,Winter,1.2130069590879569
2024-10-19,haircare,SKU93,73,998186,5.57,406.61,Winter,1.2130069590879569
2024-09-20,haircare,SKU80,62,999938,47.25,2929.5,Fall,0.9337612135388716
2024-09-21,haircare,SKU80,56,999882,47.25,2646.0,Fall,0.9337612135388716
2024-09-22,haircare,SKU80,71,999811,47.25,3354.75,Fall,0.9337612135388716
2024-09-23,haircare,SKU80,72,999739,47.25,3402.0,Fall,0.9337612135388716
2024-09-24,haircare,SKU80,70,999669,47.25,3307.5,Fall,0.9337612135388716
2024-09-25,haircare,SKU80,82,999587,47.25,3874.5,Fall,0.9337612135388716
2024-09-26,haircare,SKU80,63,999524,47.25,2976.75,Fall,0.9337612135388716
2024-09-27,haircare,SKU80,62,999462,47.25,2929.5,Fall,0.9337612135388716
2024-09-28,haircare,SKU80,78,999384,47.25,3685.5,Fall,0.9337612135388716
2024-09-29,haircare,SKU80,56,999328,47.25,2646.0,Fall,0.9337612135388716
2024-09-30,haircare,SKU80,54,999274,47.25,2551.5,Fall,0.9337612135388716
2024-10-01,haircare,SKU80,76,999198,47.25,3591.0,Fall,0.9337612135388716
2024-10-02,haircare,SKU80,65,999133,47.25,3071.25,Fall,0.9337612135388716
2024-10-03,haircare,SKU80,69,999064,47.25,3260.25,Fall,0.9337612135388716
2024-10-04,haircare,SKU80,70,998994,47.25,3307.5,Fall,0.9337612135388716
2024-10-05,haircare,SKU80,67,998927,47.25,3165.75,Fall,0.9337612135388716
2024-10-06,haircare,SKU80,71,998856,47.25,3354.75,Fall,0.9337612135388716
2024-10-07,haircare,SKU80,74,998782,47.25,3496.5,Fall,0.9337612135388716
2024-10-08,haircare,SKU80,76,998706,47.25,3591.0,Fall,0.9337612135388716
2024-10-09,haircare,SKU80,85,998621,47.25,4016.25,Fall,0.9337612135388716
2024-10-10,haircare,SKU80,71,998550,47.25,3354.75,Fall,0.9337612135388716
2024-10-11,haircare,SKU80,70,998480,47.25,3307.5,Fall,0.9337612135388716
2024-10-12,haircare,SKU80,77,998403,47.25,3638.25,Fall,0.9337612135388716
2024-10-13,haircare,SKU80,73,998330,47.25,3449.25,Fall,0.9337612135388716
2024-10-14,haircare,SKU80,65,998265,47.25,3071.25,Fall,0.9337612135388716
2024-10-15,haircare,SKU80,65,998200,47.25,3071.25,Fall,0.9337612135388716
2024-10-16,haircare,SKU80,60,998140,47.25,2835.0,Fall,0.9337612135388716
2024-10-17,haircare,SKU80,68,998072,47.25,3213.0,Fall,0.9337612135388716
2024-10-18,haircare,SKU80,74,997998,47.25,3496.5,Fall,0.9337612135388716
2024-10-19,haircare,SKU80,66,997932,47.25,3118.5,Fall,0.9337612135388716
2024-09-20,skincare,SKU45,66,999934,31.03,2047.98,Spring,0.9379940657326294
2024-09-21,skincare,SKU45,58,999876,31.03,1799.74,Spring,0.9379940657326294
2024-09-22,skincare,SKU45,37,999839,31.03,1148.1100000000001,Spring,0.9379940657326294
2024-09-23,skincare,SKU45,56,999783,31.03,1737.68,Spring,0.9379940657326294
2024-09-24,skincare,SKU45,42,999741,31.03,1303.26,Spring,0.9379940657326294
2024-09-25,skincare,SKU45,50,999691,31.03,1551.5,Spring,0.9379940657326294
2024-09-26,skincare,SKU45,57,999634,31.03,1768.71,Spring,0.9379940657326294
2024-09-27,skincare,SKU45,51,999583,31.03,1582.53,Spring,0.9379940657326294
2024-09-28,skincare,SKU45,50,999533,31.03,1551.5,Spring,0.9379940657326294
2024-09-29,skincare,SKU45,54,999479,31.03,1675.6200000000001,Spring,0.9379940657326294
2024-09-30,skincare,SKU45,33,999446,31.03,1023.99,Spring,0.9379940657326294
2024-10-01,skincare,SKU45,37,999409,31.03,1148.1100000000001,Spring,0.9379940657326294
2024-10-02,skincare,SKU45,51,999358,31.03,1582.53,Spring,0.9379940657326294
2024-10-03,skincare,SKU45,52,999306,31.03,1613.56,Spring,0.9379940657326294
2024-10-04,skincare,SKU45,61,999245,31.03,1892.8300000000002,Spring,0.9379940657326294
2024-10-05,skincare,SKU45,43,999202,31.03,1334.29,Spring,0.9379940657326294
2024-10-06,skincare,SKU45,50,999152,31.03,1551.5,Spring,0.9379940657326294
2024-10-07,skincare,SKU45,51,999101,31.03,1582.53,Spring,0.9379940657326294
2024-10-08,skincare,SKU45,39,999062,31.03,1210.17,Spring,0.9379940657326294
2024-10-09,skincare,SKU45,49,999013,31.03,1520.47,Spring,0.9379940657326294
2024-10-10,skincare,SKU45,49,998964,31.03,1520.47,Spring,0.9379940657326294
2024-10-11,skincare,SKU45,43,998921,31.03,1334.29,Spring,0.9379940657326294
2024-10-12,skincare,SKU45,47,998874,31.03,1458.41,Spring,0.9379940657326294
2024-10-13,skincare,SKU45,43,998831,31.03,1334.29,Spring,0.9379940657326294
2024-10-14,skincare,SKU45,42,998789,31.03,1303.26,Spring,0.9379940657326294
2024-10-15,skincare,SKU45,56,998733,31.03,1737.68,Spring,0.9379940657326294
2024-10-16,skincare,SKU45,43,998690,31.03,1334.29,Spring,0.9379940657326294
2024-10-17,skincare,SKU45,48,998642,31.03,1489.44,Spring,0.9379940657326294
2024-10-18,skincare,SKU45,56,998586,31.03,1737.68,Spring,0.9379940657326294
2024-10-19,skincare,SKU45,55,998531,31.03,1706.65,Spring,0.9379940657326294
2024-09-20,haircare,SKU94,20,999980,16.53,330.6,Spring,1.020285368181013
2024-09-21,haircare,SKU94,41,999939,16.53,677.73,Spring,1.020285368181013
2024-09-22,haircare,SKU94,37,999902,16.53,611.61,Spring,1.020285368181013
2024-09-23,haircare,SKU94,38,999864,16.53,628.1400000000001,Spring,1.020285368181013
2024-09-24,haircare,SKU94,41,999823,16.53,677.73,Spring,1.020285368181013
2024-09-25,haircare,SKU94,43,999780,16.53,710.7900000000001,Spring,1.020285368181013
2024-09-26,haircare,SKU94,35,999745,16.53,578.5500000000001,Spring,1.020285368181013
2024-09-27,haircare,SKU94,31,999714,16.53,512.4300000000001,Spring,1.020285368181013
2024-09-28,haircare,SKU94,47,999667,16.53,776.9100000000001,Spring,1.020285368181013
2024-09-29,haircare,SKU94,26,999641,16.53,429.78000000000003,Spring,1.020285368181013
2024-09-30,haircare,SKU94,31,999610,16.53,512.4300000000001,Spring,1.020285368181013
2024-10-01,haircare,SKU94,31,999579,16.53,512.4300000000001,Spring,1.020285368181013
2024-10-02,haircare,SKU94,39,999540,16.53,644.6700000000001,Spring,1.020285368181013
2024-10-03,haircare,SKU94,42,999498,16.53,694.26,Spring,1.020285368181013
2024-10-04,haircare,SKU94,26,999472,16.53,429.78000000000003,Spring,1.020285368181013
2024-10-05,haircare,SKU94,28,999444,16.53,462.84000000000003,Spring,1.020285368181013
2024-10-06,haircare,SKU94,38,999406,16.53,628.1400000000001,Spring,1.020285368181013
2024-10-07,haircare,SKU94,21,999385,16.53,347.13,Spring,1.020285368181013
2024-10-08,haircare,SKU94,30,999355,16.53,495.90000000000003,Spring,1.020285368181013
2024-10-09,haircare,SKU94,32,999323,16.53,528.96,Spring,1.020285368181013
2024-10-10,haircare,SKU94,38,999285,16.53,628.1400000000001,Spring,1.020285368181013
2024-10-11,haircare,SKU94,38,999247,16.53,628.1400000000001,Spring,1.020285368181013
2024-10-12,haircare,SKU94,33,999214,16.53,545.49,Spring,1.020285368181013
